Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-04-25,6:34 PM,UBR199083,completed,CUST42306,NULL,Karol Bagh,Noida Sector 62,N/A,54.8,Not Available,NO,,NA,,79.7,2.4,4.8,4.6,Cash
2025-11-24,7:25 PM,UBR195513,Completed,CUST27929,UberAuto,Rohini,Aerocity,8.5,null,,NO,,No ,,374.4,14.8,4.8,Not Available,Wallet
2025-09-20,6:38 PM,UBR144803,Completed,CUST43983,UberGo,DLF Phase 1,Connaught Place,8.1,34.5,,No,,NO,,NULL,7.8,NULL,4.5,upi
05/04/2025,17:18:10,UBR176034,completed,CUST69426,uber xl,Lajpat Nagar,Kaushambi,11.9,39.2,,no,,NO,,239.2,unknown,4.7,4.7,UPI
2025-08-13,19:19:48,UBR104038,Completed,CUST69140,Bike,Noida Sector 18,DLF Phase 1,15.8,60.0,,No,,NULL,,239.6,9.6,N/A,4.4,Cash
2025-10-04,19:13:08,UBR134491,Cancelled, CUST69426,Uber Auto,Dwarka,Aerocity,8.4,48.2,,Yes ,,no,,,21.8,,,N/A
2025-12-03,,UBR127435,Completed,CUST73705,bike,Vasant Kunj,null,18.8,60.0,,NO,,No,,nan,10.6,5.0,4.6,cash
2025-04-25,7:39 PM,UBR140053,Completed,,Uber Premier,Noida Sector 62,Rajouri Garden,13.3,Unknown,,No ,nan,No,,242.8,8.7,4.6,4.237658132957277 stars,Cash
16/02/2025,00:50:04,UBR169180,Customer Cancelled,,Uber Go,null,Indirapuram,2.3,13.1,,No,,No,,,10.0,,,UPI
2025/05/31,21:43:00,UBR111532,Completed,CUST24885,uber xl,NA,Dwarka,14.7,47.4,,No ,,No ,,235.1,7.7,4.9,4.7,Unknown
2025/11/20,08:52:19,UBR148394,Customer Cancelled,CUST43561,Moto,Greater Kailash,Ghaziabad,7.5,39.2,,no,,NO,null,149.6,6.2,,,UPI
2025-09-04,,UBR168536,Completed,NULL,Uber XL,Karol Bagh,Aerocity,11.8,43.9,,No ,,No,,260.4,15.2,4.7,3.9,UPI
2025-08-10,01:10:00,UBR121260,Incomplete,CUST73105,Uber Auto,DLF Phase 1,Vasant Kunj,11.7,31.3,,NO,-,nan,Driver emergency,,,,,UPI
2025-05-20,20:45:36,UBR126200,Completed,CUST22621,Uber Premier,-,Unknown,17.9,60.0,,no,,NO,,955.8,31.2,5.0,5.0,Cash
"December 17, 2025",00:48:35,UBR121238,completed, CUST49472,Uber Go,Connaught Place,Delhi,8.6,39.5,,no,,no,,678.8,30.1,Not Available,4.6,upi
,10:42:51,UBR166088,Completed,CUST24231,uber auto,IGI Airport,Saket,12.9,53.6,,no,,No ,,802.0,27.1,4.6,4.7,UPI
08-28-2025,9:39 PM,UBR110503,Driver Cancelled,CUST40411,Uber Auto,IGI Airport,Rohini,14.2,59.2,,Yes,Vehicle issue,no,,NULL,NULL,Unknown,,UPI
2025/05/03,15:16:10,UBR108446,Incomplete,CUST53153,Uber Premier,Indirapuram,Saket,6.0,25.2,,No,,Yes,Customer emergency,,9.5,4.2,,UPI
2025-10-26,05:27:49,UBR143347,Completed,CUST65447,Uber Go,New Delhi,Karol Bagh,7.4,24.0,,no,,No,,277.9,12.2,4.8,4.3,debit card
24/10/2025,19:51:02,UBR150116,completed,CUST41958,Uber Go,Hauz Khas,Lajpat Nagar,8.6,30.7,,no,,no,,232.3,NULL,3.7,,Cash
2025-06-03,18:38:00,UBR192514,-,CUST57747,Uber Premier,Cyber City,Kashmere Gate,12.5,Not Available,,No,,NO,,Not Available,10.4,4.9,"""4.401236458484197""",UPI
28/03/2025,21:15:35,UBR126478,Completed,CUST54989,Uber Auto,Hauz Khas,Rajouri Garden,10.2,43.3,,No,,NO,,216.0,9.8,4.5,5.0,UPI
,21:07:16,UBR119461,Completed,CUST60320,Uber Auto,Aerocity,Saket,9.7,41.4,,No ,,no,,228.4,4.7,4.5,-,UPI
01/02/2025,07:13:54,UBR180489,Completed,CUST21295 ,Uber Auto,Janakpuri,New Delhi Railway Station,3.9,29.3,NA,No,,No,,440.9,20.3,4.2,4.0,UPI
2025/02/13,00:09:37,UBR112004,Customer Cancelled,CUST46165,Uber Go,Faridabad,Connaught Place,12.9,57.0,driver not moving,No ,,no,,513.8,,,,UPI
03-13-2025,19:26:31,UBR191428,Completed,CUST69262,Uber Go,Anand Vihar,noida sector 62,16.8,49.6,,NO,,no,,502.7,18.8,4.6,4.5,Credit Card
10-22-2025,19:23:56,UBR145302,Driver Cancelled,CUST53366,Uber Go,Vasant Kunj,New Delhi Railway Station,16.0,48.2,,Yes ,,NO,,,12.7,,,UPI
2025-05-10,NULL,UBR132695,Incomplete,CUST41896,Uber Go,Hauz Khas,Noida Sector 18,nan,60.0,,no,,Yes,Route issue,263.2,11.4,null,4.4,wallet
2025-09-22,18:54:33,UBR120840,Completed,CUST56811,Uber Go,Kaushambi,Vaishali,15.6,60.0,,-,,No ,,474.5,13.2,4.5,4.8,wallet
2025-02-17,8:19 PM,UBR198180,Driver Cancelled,CUST34194,Uber Go,Karol Bagh,Hauz Khas,14.0,49.8,,yes,Too far,No,,,18.0,,,UPI
2025-12-01,17:40:46,UBR158976,Completed,CUST34598,Uber Go,Lajpat Nagar,DLF Phase 1,12.7,,,No,,No,Unknown,nan,20.6,5.0,4.5,Credit Card
"May 20, 2025",10:55:23,UBR198187,Completed,CUST57038,Uber Auto,Kaushambi,Lajpat Nagar,17.3,46.9,,no,,NO,,unknown,13.2,4.4,4.8,null
2025-01-25,21:35:56,UBR103561,Completed, CUST33890,uber auto,Vasant Kunj,Ghaziabad,20.0,60.0,,No,,no,,254.1,15.1,5.0,4.9,Cash
25-Apr-2025,N/A,UBR112803,Customer Cancelled,CUST59130,Moto,Connaught Place,Kaushambi,13.5,45.9,Driver is too far,NO,,NO,,255.3,nan,,,UPI
2025-01-06,18:16:20,UBR161788,customer cancelled,CUST72598,Uber Go,Dwarka,Noida Sector 62,18.1,60.0,Other,No,,no,,409.6,,,,Credit Card
2025-10-27,10:29:44,UBR173464,Completed,CUST62440,Bike,Rohini,Delhi,15.0,59.0,,No,,no,NULL,87.7,3.5,4.7,5.5,UPI
2025-01-25,15:50:51,UBR118911,Completed,CUST29199,Moto,Ghaziabad,,8.3,25.6,,No ,,NO,,346.3,13.7,,N/A,Cash
11-11-2025,10:25:26,UBR105430 ,,CUST53402,,Dwarka,Kaushambi,7.1,25.1,wrong pickup location,No,,no,,200.0,,,,NULL
2025-12-04,09:30:23,UBR137906,Completed,CUST47493,Uber Auto,null,Indirapuram,6.6,32.3,,No ,,no,,247.3,8.6,Not Available,"""5.0""",Cash
2025-01-22,6:10 PM,UBR164062,Driver Cancelled,CUST61142,Uber Go,Rohini,New Delhi Railway Station,11.8,36.7,,yes,Personal emergency,NO,,,,,,Unknown
2025-11-07,,UBR186727,Completed,CUST67389,Uber Go,Vaishali,Rohini,5.6,20.0,,no,,No ,,,14.1,4.6,4.1,NA
2025-09-02,09:57:08,UBR153660,Not Available,CUST20974,Uber Auto,Vaishali,Lajpat Nagar,6.8,37.8,,No ,,NO,,unknown,13.4,4.8,NULL,UPI
04-27-2025,21:59:57,UBR126469,DRIVER CANCELLED,CUST35492,Uber Go,Indirapuram,Aerocity,14.4,Unknown,,Yes,WRONG PICKUP LOCATION,NULL,,362.0,12.8,,,UPI
2025-09-04,21:20:34,UBR195956,Incomplete,CUST27664,Uber Auto,Noida Sector 62,New Delhi Railway Station,12.4,nan,,No ,,Yes,Technical issue,680.1,N/A,,,UPI
,02:00:05,UBR135292,Completed,CUST29923,Uber Premier,Aerocity,Janakpuri,8.0,39.6,,No,,NO,,493,19.4,NULL,4.8,Credit Card
2025-11-23,20:21:41,UBR171312,Cancelled,CUST74349,Premier,Greater Kailash,Hauz Khas,12.2,49.4,,yes,Wrong pickup location,NO,,560.3,,,,Cash
2025-03-01,17:03:42,UBR162447,Completed,CUST30707,-,Kaushambi,MG Road,9.6,40.9,,NO,,NO,,237.3,8.7,4.2,4.1,Credit Card
2025-03-23,01:30:01,UBR138360,Completed,CUST36286,Uber Go,Vaishali,New Delhi Railway Station,9.5,17.0,,No ,,no,,210.3,-,3.4,5.0,Unknown
2025-07-03,20:50:23,UBR109524,completed,CUST36806,moto,Dwarka,Anand Vihar,9.6,NA,,No ,,NO,,527.1,12.1,4.8,4.3,Wallet
,17:31:55,UBR148210,Driver Cancelled,CUST26004,,Aerocity,New Delhi Railway Station,8.8,44.7,,Yes,Personal emergency,No ,,687.3,,,,UPI
2025-03-18,09:38:31,UBR156713,Completed,CUST63095,Uber Premier,New Delhi,Cyber City,15.3,NA,null,NO,,No ,,504,17.7,4.4,"""4.309216602298407""",Debit Card
02/04/2025,18:00:09,UBR106816,Driver Cancelled,CUST24936,Uber Go,Kashmere Gate,Greater Kailash,13.1,44.8,null,yes,Wrong pickup location,no,,10,,10.0,NULL,CreditCard
2025-03-05,9:17 PM,UBR112770,Completed,CUST30738,Uber Auto,Vasant Kunj,Vaishali,11.7,40.1,,NO,,no,,335.7,7.7,"""4.036766189500409""",5.0,Cash
2025/04/06,19:36:31,UBR163072,Completed,CUST31612,Uber XL,Unknown,Kaushambi,7.6,NA,,no,,No ,,463.6,19.8,4.7,5 stars,nan
2025-07-12,15:50:31,UBR107575,Completed,CUST32929,Uber Go,Lajpat Nagar,Vaishali,3.4,10.9,,NO,,NO,,160.3,5.7,3.7,3.7,UPI
2025-06-19,23:59:09,UBR142388,Completed,cust51494,Bike,Aerocity,Hauz Khas,3.4,10.2,,NO,,No ,,154.8,9.8,NULL,4.5,Cash
2025-11-14,00:25:42,UBR176328,completed,CUST39152,bike,Ghaziabad,Gurugram,8.8,22.6,,No,,NO,,151.7,6.2,5.0,4.3,debit card
"May 01, 2025",09:46:50,UBR198384,Incomplete,CUST20045,uber auto,Janakpuri,Rajouri Garden,15.1,60.0,,NO,,YES,Vehicle breakdown,352.1,12.8,5.0,5.0,UPI
2025/01/22,03:18:53,UBR179558,Completed,CUST24185,Uber Go,Indirapuram,Janakpuri,4.6,19.6,-,No,,no,,unknown,13.1,5.0,5.0,UPI
2025-09-06,00:57:59, UBR109307,COMPLETED,CUST51766,Uber XL,DLF Phase 1,,7.3,18.3,,No ,,No ,,193.8,,Not Available,4.8,Credit Card
2025-10-11,23:54:05,UBR146862,Completed,CUST62598,Uber Auto,Vaishali,Gurugram,8.6,30.2,,No ,,No,,228.7,7.2,5.0,4.6,UPI
2025/09/16,18:10:36,UBR172983,completed,CUST42210,Uber Premier,nan,Aerocity,17.0,60.0,,No,,No,,296.7,14.4,N/A,4.9,Cash
2025-11-02,09:19:26,UBR165855,Completed,CUST34823,Uber Auto,Dwarka,Vaishali,Unknown,60.0,,No,,NO,,849.9,27.7,5.0,"""4.169170459582674""",N/A
2025-12-01,22:46:30,UBR151796,Completed,CUST40140,Uber Auto,Ghaziabad,Janakpuri,8.3,NA,,no,,no,,235.1,9.5,4.3,5 stars,wallet
2025-09-17,Not Available,UBR132272,Incomplete,CUST38886,Uber Go,IGI Airport,New Delhi Railway Station,9.6,28.7,,NO,,yes,Vehicle breakdown,,,5.0,NULL,debit card
2025-11-12,00:50:00,UBR190036,Completed,CUST54548,Uber XL,IGI Airport,Vaishali,5.4,39.3,,No ,,-,,888.9,32.3,4.7,,Cash
18/03/2025,13:08:31,UBR175118,Cancelled,CUST30941,Auto,Rajouri Garden,New Delhi,7.7,34.6,,yes,Wrong pickup location,NO,,303.8,14.2,,,CreditCard
07-04-2025,20:50:49,UBR119817,Incomplete,CUST67118,Uber XL,MG Road,Karol Bagh,11.4,43.8,null,no,nan,YES,Not Available,,8.8,4.5,,debit card
20/05/2025,06:05:34,UBR146294,COMPLETED,CUST63824,Uber GO,Cyber City,Rohini,5.6,19.5,,No,,No,,263.9,unknown,4.0,Not Available,upi
2025-10-07,18:34:45,UBR178925,Completed,Not Available,Uber Go,Greater Kailash,Karol Bagh,14.9,52.5,,NO,,NO,,468.7,17.9,"""4.218434858487767""",4.499774145136415 stars,Not Available
2025/11/02,22:43:19,UBR186011,Completed,CUST52638,Uber Auto,DLF Phase 1,nan,5.9,20.9,,NO,,no,,240.0,10.363197939067536,4.1,5.0,Cash
08/11/2025,21:43:35, UBR184953,Driver Cancelled, CUST40093,,Kaushambi,gurgaon,12.3,-,,YES,Customer not reachable,No,,,15.3,,,Credit Card
15/10/2025,08:30:05,UBR147529,Completed,CUST33780,Uber Go,Indirapuram,Noida Sector 62,9.1,54.0,,No ,,No ,,1290.7,37.4,5.0,5.0,UPI
12/04/2025,20:28:15,UBR173236,driver cancelled,CUST59985,Uber Auto,Dwarka,Vasant Kunj,10.8,-,,YES,Wrong pickup location,No ,,,,,,UPI
2025-07-30,8:35 AM,UBR159611,Completed,CUST22523,uber go,Rohini,DLF Phase 1,20.8,60.0,,No,,No ,,601.5,22.2,N/A,N/A,Cash
2025-02-04,5:39 PM,UBR158411,Completed,CUST63506,-,Saket,DLF Phase 1,15.3,60.0,,No ,,no,,360.2,14.1,3.9,4.2,UPI
2025-06-26,4:39 AM,UBR111035,Completed,CUST21325,Moto,New Delhi Railway Station,NA,2.8,8.8,,No ,,no,,136.1,5.4,4.0,4.2,CASH
2025/08/03,16:50:26,,Completed, CUST32327,Bike,Faridabad,New Delhi,3.3,8.5,,No ,,-,,269.1,8.5,4.7,4.6,cash
02-26-2025,08:03:08,UBR170182,completed,CUST29816,Uber Go,Vasant Kunj,MG Road,11.8,55.9,,no,,No,,unknown,9.6,4.1,4.3,Credit Card
2025-03-27,18:15:48,UBR130423,Completed,CUST24478,Uber Go,Faridabad,New Delhi,15.4,60.0,,NO,,No ,NULL,162.3,6.0,4.472333699479172 stars,"""4.716274401167829""",Credit Card
06-Apr-2025,NA,UBR192358,Completed,CUST60657,Uber Auto,Unknown,NA,11.5,100.0,,No ,,no,,unknown,16.8,5.0,4.1,Cash
09-13-2025,19:25:24,UBR130886,Completed,CUST49530,Moto,Kashmere Gate,Delhi,12.3,0.0,,No ,,no,,147.6,4.2,4.6,Unknown,UPI
2025-08-01,15:30:44,UBR117183,Completed,CUST26022,Uber Auto,New Delhi Railway Station,DLF Phase 1,8.7,24.5,,No ,,no,,154.1,250.0,3.8,4.6,UPI
2025-04-02,07:11:42, UBR120153,Completed,CUST21167,,Ghaziabad,Dwarka,15.9,60.0,,no,,No,,385,17.5,N/A,0.0,upi
2025/12/07,18:38:59,UBR108357 ,Completed ,CUST65775,Bike,DLF Phase 1,New Delhi Railway Station,4.2,23.0,,no,,No,,388.4,10.5,5.0,"""4.400834306887612""",Cash
18/06/2025,9:50 AM,UBR163870,Completed,CUST63654,Uber Go,Gurugram,Greater Kailash,-,52.6,,No ,,NO,,329.9,14.7,4.6,4.9,UPI
2025-04-08,04:56:44,UBR185034,Completed,CUST33748,Bike,Anand Vihar,null,5.6,18.3,,No,,NO,,196.3,5.9,"""3.971372659485972""",5 stars,Debit Card
2025/03/15,10:43:40,UBR152297,DRIVER CANCELLED,CUST49513,Uber XL,DLF Phase 1,Connaught Place,13.9,51.9,,Yes,Too far,No ,,189.1,NA,,,UPI
2025-07-03,16:27:56,UBR165576,Completed,CUST32643,Uber Go,Connaught Place,Rohini,N/A,25.3,,no,,no,,221.6,150.0,4.4,5.0,null
2025-07-12,11:16:58,UBR159575,Driver Cancelled,CUST37344,Uber Premier,Kashmere Gate,New Delhi,9.3,22.3,,NULL,,No ,,265.0,13.9,,,UPI
2025-03-19,18:48:38,UBR118788,Driver Cancelled,CUST35303,Uber GO,NULL,Faridabad,11.2,-,,Yes ,WRONG PICKUP LOCATION,No,,,,,,Credit Card
2025-10-01,00:18:10,UBR118277,Incomplete,CUST63764,Uber Go,Noida Sector 18,Ghaziabad,1.0,13.7,,No,,YES,,,,,,Unknown
2025-12-09,20:14:52,UBR121890,DRIVER CANCELLED,CUST35101,Uber Premier,Greater Kailash,Faridabad,10.7,53.5,,yes,null,NO,,438.0,14.0,null,,null
2025-04-16,12:51:40,UBR184147,N/A,CUST67428 ,Uber Auto,Dwarka,gurgaon,11.6,39.0,Unknown,Yes,Personal emergency,no,,,11.7,,,UPI
2025-10-29,08:13:55,UBR173897,Completed,CUST29855,Bike,Greater Kailash,Rohini,9.6,38.8,,No ,null,NO,,1018.5,29.7,4.2,4.4,cash
2025-07-15,,UBR185061,Completed,Unknown,Uber Go,Rajouri Garden,Faridabad,6.9,22.5,,NO,,no,,143.7,6.4,4.4,4.4,CreditCard
2025-06-19,22:04:23,UBR193412,completed,CUST61388,NULL,Cyber City,Kashmere Gate,4.0,450.0,,No,,No,,350.2,15.0,4.0,4.5,Cash
2025-12-28,18:33:28,UBR108335,Completed,null,Moto,New Delhi Railway Station,New Delhi,10.7,37.0,,No,,NO,,489.5,20.3,3.9,4.7,Credit Card
02/04/2025,08:07:30,UBR176471,Driver Cancelled,CUST74449,Uber Go,DLF Phase 1,Dwarka,18.7,60.0,,Yes,Wrong pickup location,NO,,Not Available,,,,Wallet
,09:06:57,UBR135623,completed,CUST33707,Moto,New Delhi,Faridabad,9.8,34.5,,No ,,No,,552.5,15.2,"""4.287372629588173""",4.8,Cash
2025-03-21,00:06:05,UBR148343,incomplete,CUST71181,Bike,Indirapuram,Karol Bagh,8.6,23.6,,NO,,Yes ,Vehicle breakdown,,3.2,,4.7,upi
2025-01-19,17:18:02,UBR163495,COMPLETED,cust21559,Moto,Lajpat Nagar,Greater Kailash,N/A,34.4,,NO,,NO,,211.0,unknown,4.6,5.0,Cash
03-14-2025,18:47:56,UBR166077,Completed,null,Uber Premier,Delhi,DLF Phase 1,14.3,60.0,,No ,,NO,,323.5,9.9,4.6,3.3,Debit Card
2025-11-09,nan,UBR147090,Completed,Not Available,Uber Go,Rohini,Janakpuri,10.2,39.8,,No ,,no,,707.6,21.0,4.2,5.0,Wallet
"September 09, 2025",10:08:26,UBR133750,Incomplete,CUST56944,Uber Auto,Rohini,Anand Vihar,-,Unknown,,No ,,yes,,,4.6,,,Cash
2025-04-13,11:30:43,UBR187639,Driver Cancelled,CUST68771,Uber Premier,Lajpat Nagar,Indirapuram,12.2,32.8,,Yes,Wrong pickup location,NO,null,,,,,Unknown
2025-04-27,11:27:48,UBR101576,Completed,CUST64320,Uber Go,Aerocity,Noida Sector 62,10.0,-,,No ,,No,,unknown,200.0,4.3,3.5,Debit Card
2025/02/07,18:55:21,UBR113627,Completed,CUST65430,Uber XL,Noida Sector 18,DLF Phase 1,12.9,47.2,,no,,No ,,119.7,4.9,5 stars,5.0,N/A
2025-09-29,17:04:47,UBR125374,Completed,CUST36450,Uber Auto,Rohini,Vasant Kunj,8.8,38.8,null,No,,No,null,NULL,7.7,5.0,3.4,Debit Card
"August 26, 2025",05:05:00,UBR189423,Driver Cancelled,CUST46008,Uber Auto,Dwarka,Greater Kailash,7.9,33.1,,Yes,,NO,,222.5,11.0,,,Cash
2025-05-08,23:38:15,UBR103717,Incomplete,CUST33385,Uber Go,Vasant Kunj,Janakpuri,11.7,26.6,,NO,,YES,Technical issue,80.9,2.8,,,Credit Card
2025-05-10,10:03:22,UBR188853,Completed,CUST59897,uber xl,Rohini,NULL,10.0,33.4,,No ,,no,,76.4,2.0183775713347867,4.1,4.3,upi
15-Jan-2025,17:37:03,UBR165113,COMPLETED,CUST54297,uber xl,Faridabad,Rajouri Garden,12.4,48.1,,NO,,NO,,133.7,unknown,4.3,"""4.3132687230484885""",Credit Card
2025/08/13,05:41:12,UBR140499,Incomplete,CUST39371,Bike,Rajouri Garden,noida sector 62,8.1,Unknown,,NO,,Yes ,NULL,,9.9,,4.9,Not Available
2025-05-17,00:14:33,UBR115280,Incomplete,CUST59961,Uber Auto,DLF Phase 1,NULL,6.9,23.3,,No ,,yes,,,7.051997987450162,NULL,3.5,UPI
2025-06-05,nan,UBR126016,Customer Cancelled,CUST60503,Uber Go,Anand Vihar,Hauz Khas,12.5,51.6,Driver not moving,no,N/A,NO,,,,,,Cash
,17:04:56,UBR103416,Completed,CUST22510,Uber Go,Vaishali,Not Available,8.7,60.0,,No,,NO,null,999.6,38.9,4.3,4.8,UPI
2025-01-04,09:48:52,UBR191005,Completed,CUST25539,Uber Go,Kaushambi,Saket,12.5,39.0,,NO,,No,,116.1,4.0,5.0,4.1,UPI
2025-09-28,02:04:03,UBR177564,Completed,CUST33922,Uber Go,Noida Sector 18,Janakpuri,5.2,18.8,,No,,no,,305.9,9.6,4.8,4.3,Cash
2025/07/25,10:12:02,UBR167687,incomplete,CUST54905,Uber Auto,Faridabad,Hauz Khas,7.1,33.3,,No,,yes,Route issue,370.6,N/A,5 stars,,Wallet
2025-06-28,21:19:46,UBR121897,completed,CUST37344,Bike,Not Available,Janakpuri,9.2,48.9,,NO,,NO,,601.6,19.8,4.0,4.2,UPI
2025-06-08,1:05 PM,UBR110917,Completed,CUST48569,Uber Premier,Vasant Kunj,N/A,8.3,21.3,,No,,no,NULL,263,6.9,3.9,3.9,Credit Card
2025-07-07,16:14:27,UBR130123,COMPLETED,CUST39312,Go,IGI Airport,Aerocity,10.2,40.2,,No ,,No ,,403.4,14.5,3.8,4.5,UPI
nan,21:52:54,UBR193378,COMPLETED,CUST58442,UberGo,Connaught Place,DLF Phase 1,16.6,58.8,,NO,Not Available,no,,367.6,18.9,4.2,4.1,wallet
2025-09-07,10:15:47,UBR140427,INCOMPLETE,,Uber Auto,Rohini,Greater Kailash,20.3,60.0,,No ,,Yes,,,,4.7,,UPI
2025-05-11,10:51:37,UBR195714,Completed,,Uber Auto,Vaishali,Indirapuram,nan,37.4,,NO,,No,,284.6,10.9,3.7,4.8,Wallet
2025-02-22,19:12:09,UBR121173,Incomplete ,CUST26768,Bike,Noida Sector 18,Saket,16.7,48.3,Not Available,No ,,Yes,Other,298.8,,,N/A,upi
2025/09/26,16:22:12,UBR153158,COMPLETED,CUST40707,NA,Anand Vihar,Faridabad,9.9,nan,,No,,No,,384.5,15.1,4.4,4.2,UPI
2025-04-08,20:17:46,UBR177520,COMPLETED,CUST58851,Uber Premier,Not Available,Janakpuri,5.6,29.7,,no,NA,No,,311.4,8.1,"""4.956594574281985""",3.2,UPI
2025-07-15,07:52:57,UBR100648,completed,CUST50492,Uber Go,New Delhi Railway Station,Karol Bagh,11.4,36.9,,No,,NO,null,104.0,1.5,4.4,4.1,Cash
2025-12-29,04:00:32,UBR179285,nan,CUST33201,uber auto,Dwarka,Aerocity,4.4,10.0,,Yes,customer not reachable,No,,,,,5.5,UPI
2025-03-24,13:48:06,UBR158391 ,completed,CUST61553,uber go,Anand Vihar,Saket,5.1,16.1,,No ,,No,,305.6,13.3,4.8,"""4.662308067346034""",Cash
2025-10-16,08:51:53,UBR186966,Completed,CUST66398,Bike,Lajpat Nagar,Aerocity,12.9,53.4,,No ,,No ,,594.1,26.1,4.5,5.0,Not Available
08-23-2025,11:44:36,UBR183817,Completed,CUST25091,Uber XL,Vaishali,Janakpuri,2.0,12.8,,No,,NO,,374.6,13.0,3.8,4.6,UPI
2025-05-25,09:51:16,UBR127544,Completed,CUST62066,Uber Auto,Indirapuram,Noida Sector 62,8.8,37.2,,NO,,No ,,217,4.7,4.7,N/A,UPI
2025-05-08,1:05 AM,UBR900482,Completed,CUST44347,Moto,Cyber City,Saket,6.8,26.6,,No,,no,,207.4,6.3,4.9,N/A,Cash
2025-11-24,19:47:21,UBR116989,Completed,N/A,Go,Delhi,Aerocity,15.6,60.0,,No ,,no,,504.2,24.8,4.0,5 stars,cash
15/03/2025,17:30:00,UBR162896,Incomplete,NULL,Uber Go,Kaushambi,Greater Kailash,13.9,37.2,,NO,,YES,DRIVER EMERGENCY,,,"""4.141611027758819""",5.0,Debit Card
2025-07-28,06:04:17,UBR128918,Completed,CUST69408,bike,Kashmere Gate,NULL,6.8,450.0,,No ,,no,,395.3,14.2,3.9,4.4,Debit Card
2025-02-22,07:01:54,UBR112489,Incomplete,-,Uber Go,Dwarka,Faridabad,11.6,43.5,,No,,Yes ,Driver emergency,NULL,8.6,,4.8,debit card
2025-04-27,17:55:01,UBR146697,Completed,CUST44380,Uber Premier,Faridabad,Ghaziabad,12.7,N/A,,No,,No ,,285.3,8.1,5.0,5.0,-
2025-01-14,13:49:01,UBR180082,Completed,CUST52500,Uber Auto,Karol Bagh,Hauz Khas,Not Available,32.2,,nan,,no,,270.7,8.5,"""4.565789197171066""",4.6,Credit Card
2025-04-10,20:21:19,UBR117701,Completed,CUST45434,Uber Go,Ghaziabad,New Delhi,9.1,46.5,NULL,Unknown,,no,,389.7,16.5,4.9,nan,upi
2025-04-17,11:21:49,UBR170801,Completed,CUST41905,Uber Go,Rohini,New Delhi Railway Station,9.5,nan,,No,,no,,508.8,NA,4.250509263700448 stars,"""7""",UPI
2025-04-20,19:19:50,UBR157672,Customer Cancelled,CUST66931,Uber Auto,Connaught Place,Kaushambi,14.6,46.2,Wait time too long,no,,no,,400.5,11.1,,,wallet
2025-06-05,18:56:55,UBR11475,COMPLETED,CUST63336,Moto,DLF Phase 1,Kashmere Gate,NULL,41.2,,no,,No,N/A,246.4,9.4,5.0,N/A,Credit Card
2025-10-05,22:24:53,UBR143150,Completed,CUST44581,Uber Go,Rajouri Garden,Noida Sector 18,6.1,16.8,null,no,,No,,209.1,11.5,5 stars,N/A,credit card
18-Dec-2025,07:31:24,UBR192582,Driver Cancelled,CUST35770,UberXL,NULL,Rajouri Garden,14.6,60.0,,Yes ,,no,,,36.6,,,upi
2025-06-01,8:06 PM,UBR103461,Incomplete,CUST55294,Uber Premier,Aerocity,Connaught Place,14.7,Not Available,,no,,nan,Vehicle breakdown,268,nan,,,Cash
2025-03-18,18:26:42,UBR112311,Completed,CUST64057,Bike,Cyber City,Janakpuri,13.1,60.0,,No,,No,,499.9,15.5,4.3,4.3,CASH
28/12/2025,08:33:15,UBR149107,Customer Cancelled,CUST53078,Uber Auto,Connaught Place,DLF Phase 1,5.1,31.2,wait time too long,No,nan,no,,305.1,,,,Cash
17/04/2025,19:38:23,UBR900339,Customer Cancelled,CUST23480,Uber Auto,Rajouri Garden,Gurugram,8.6,40.8,Other,No ,,No,,,,,null,Cash
2025-04-03,10:20:19,UBR145082,Customer Cancelled,CUST29197,Uber Auto,Vasant Kunj,Hauz Khas,11.2,45.3,Driver is too far,No,,NO,,unknown,4.8,nan,,Wallet
2025-09-08,13:31:42,UBR190517,Customer Cancelled,CUST42069,Uber Go,Dwarka,Saket,9.1,52.0,Driver asked to cancel,No,,No,,674.1,,,,UPI
2025-12-19,22:45:21,UBR145271,Completed,CUST64303,Uber Go,Connaught Place,Hauz Khas,7.5,22.0,,No ,,NO,,304.4,12.5,4.0,4.6,NULL
2025-01-06,13:45:40,UBR193339,driver cancelled, CUST61139,Uber Auto,Delhi,Noida Sector 18,4.2,14.6,,Yes,Wrong pickup location,no,,,,,,Cash
2025-09-26,23:11:47,UBR114304,Completed,CUST72350,bike,Janakpuri,Faridabad,7.7,28.6,,No,,No,,89.9,5.9,4.7,4.5,Debit Card
26/11/2025,22:53:50,UBR110765,COMPLETED,CUST55769 ,NA,N/A,-,6.8,Unknown,,No ,,no,,177.9,5.4,5.0,Unknown,UPI
2025-07-13,05:01:25,UBR133009,Completed,CUST54016,moto,Karol Bagh,Cyber City,6.7,24.6,,NA,,No,,470.1,15.3,4.8,4.0,Not Available
12-24-2025,20:54:22,UBR123256,CUSTOMER CANCELLED,CUST59277,Uber Go,Karol Bagh,Rajouri Garden,Unknown,51.6,driver is too far,NO,,no,,309.7,,,,Credit Card
